KIC;Kpmag;QLen;DLen;numax;e_numax;Delnu;e_Delnu;A;e_A;Width;e_Width;Gran;e_Gran;Teff;e_Teff;logg;e_log(g);[Fe/H];e_[Fe/H];NoCorM;e_NoCorM;NoCorR;e_NoCorR;RGBcorM;e_RGBcorM;RGBcorR;e_RGBcorR;ClcorM;e_ClcorM;ClcorR;e_ClcorR;Phase;M17;Simbad;_RA;_DE
 5515759;13.190;14;1023.30; 77.66; 0.66; 8.106; 0.018; 62.0;  2.4; 26.0; 1.2;    115.0;    94.9;5318;166; 2.820; 0.009;-0.92; 0.30; 1.08; 0.07; 6.70; 0.16; 1.10; 0.07; 6.75; 0.16; 1.09; 0.07; 6.74; 0.16;1;M17;Simbad;285.3654200;+40.7929119
 5515794;12.690; 9; 642.10; 53.32; 0.76; 5.098; 0.045; 61.7;  2.4; 18.2; 1.0;    820.3;    49.7;4991;100; 2.643; 0.009; 0.06; 0.15; 2.03; 0.15;11.26; 0.32; 1.99; 0.14;11.13; 0.32; 2.09; 0.15;11.41; 0.33;2;M17;Simbad;285.3843400;+40.7306589
 5515939;12.410;13; 952.30; 28.75; 1.48; 4.104; 0.064;133.6;  5.3; 13.0; 1.4;   6184.0;   355.5;5109;100; 2.380; 0.023;-0.52; 0.15; 0.79; 0.14; 9.48; 0.59; 0.81; 0.14; 9.61; 0.60; 0.81; 0.14; 9.62; 0.60;2;M17;Simbad;285.4360000;+40.7770389
 5516025;13.620; 5; 371.30; 71.09; 0.93; 6.858; 0.017; 78.3;  3.3; 24.7; 1.3;    668.7;    71.0;4693;141; 2.755; 0.010; 0.50; 0.30; 1.34; 0.09; 8.05; 0.20; 1.27; 0.09; 7.84; 0.19; 1.35; 0.09; 8.06; 0.20;1;M17;Simbad;285.4855000;+40.7837600
 5516590;13.300; 8; 557.60; 30.40; 0.65; 3.905; 0.172;116.2;  6.0; 12.6; 1.2;   4435.3;   504.9;5079;157; 2.403; 0.012; 0.00; 0.30; 1.12; 0.22;11.04; 1.03; 1.16; 0.23;11.21; 1.05; 1.13; 0.22;11.08; 1.03;2;M17;Simbad;285.7368500;+40.7631111
 5516627;13.370;14;1023.30;129.65; 1.08;10.509; 0.020; 34.1;  1.7; 43.3; 9.6;     74.3;    14.0;5014;153; 3.030; 0.009; 0.15; 0.30; 1.63; 0.10; 6.46; 0.15; 1.61; 0.10; 6.43; 0.15; 1.66; 0.11; 6.52; 0.15;1;M17;Simbad;285.7549400;+40.7402611
 5517118;11.860;14;1023.30; 32.75; 0.54; 3.874; 0.030;126.9;  5.1; 13.2; 1.2;   4481.7;   209.8;4830;100; 2.424; 0.010; 0.22; 0.15; 1.35; 0.10;11.79; 0.34; 1.30; 0.10;11.56; 0.33; 1.36; 0.10;11.84; 0.34;2;M17;Simbad;285.9829400;+40.7494319
 5517310;11.990;14;1023.30; 20.26; 0.33; 2.598; 0.014;157.9;  9.0;  7.7; 1.0;   9580.4;   639.3;4739;100; 2.212; 0.010;-0.32; 0.15; 1.53; 0.11;16.06; 0.42; 1.36; 0.10;15.12; 0.40; 1.51; 0.11;15.97; 0.42;1;M17;Simbad;286.0652200;+40.7838711
 5517442;11.740;14;1023.30; 36.72; 0.88; 4.066; 0.046; 78.8;  3.8; 14.0; 1.5;   2594.8;   167.8;5008;100; 2.482; 0.012;-0.12; 0.15; 1.65; 0.16;12.21; 0.46; 1.59; 0.15;11.98; 0.44; 1.69; 0.16;12.35; 0.46;2;M17;Simbad;286.1290300;+40.7910689
 5520872;13.830; 7; 548.10; 50.18; 0.66; 5.097; 0.017; 88.5;  3.2; 19.9; 1.4;   1181.7;    86.8;4948;153; 2.615; 0.010; 0.02; 0.30; 1.68; 0.12;10.56; 0.27; 1.61; 0.12;10.34; 0.26; 1.71; 0.12;10.66; 0.27;1;M17;Simbad;287.5958900;+40.7422600
 5520879;12.880; 8; 557.50; 19.24; 0.29; 2.617; 0.019;204.5; 12.5;  7.4; 1.4;  12400.1;  1036.3;4821;143; 2.193; 0.010;-0.23; 0.30; 1.31; 0.10;15.16; 0.44; 1.19; 0.09;14.47; 0.42; 1.32; 0.10;15.21; 0.45;0;M17;Simbad;287.5983300;+40.7300989
 5521176;12.440;14;1052.70; 28.66; 0.64; 3.820; 0.108;128.9;  6.2; 12.4; 1.2;   5688.2;   378.5;5192;161; 2.382; 0.013;-0.26; 0.30; 1.06; 0.15;11.00; 0.71; 1.10; 0.16;11.18; 0.72; 1.07; 0.15;11.04; 0.71;2;M17;Simbad;287.7142300;+40.7106900
 5521181;13.290;18;1317.80; 79.55; 0.60; 7.489; 0.015; 67.3;  2.4; 25.2; 1.2;    443.8;    41.0;5136;158; 2.823; 0.009;-0.05; 0.30; 1.51; 0.10; 7.90; 0.18; 1.53; 0.10; 7.93; 0.18; 1.54; 0.10; 7.96; 0.18;1;M17;Simbad;287.7154200;+40.7271119
 5521210;11.520;10; 704.20; 23.36; 0.30; 2.840; 0.016;158.6;  7.7;  7.8; 1.2;   6348.6;   589.5;4517; 80; 2.263; 0.008;-0.07; 0.15; 1.53; 0.10;15.12; 0.36; 1.35; 0.08;14.24; 0.34; 1.51; 0.10;15.04; 0.36;1;M17;Simbad;287.7267200;+40.7983089
 5521349;15.700;16;1275.80; 42.02; 1.16; 4.743; 0.034; 49.3;  5.4; 15.6; 2.8;    174.2;   209.6;5160;284; 2.547; 0.017;-0.10; 0.30; 1.40; 0.18;10.43; 0.46; 1.42; 0.18;10.51; 0.46; 1.42; 0.18;10.52; 0.46;2;M17;Simbad;287.7745700;+40.7811700
 5521374;12.110; 7; 467.20; 41.23; 0.62; 4.393; 0.080; 89.8;  3.8; 20.4; 1.4;   1966.5;   108.7;4996;161; 2.532; 0.011; 0.17; 0.30; 1.71; 0.18;11.73; 0.53; 1.68; 0.18;11.64; 0.52; 1.75; 0.18;11.86; 0.53;2;M17;Simbad;287.7845800;+40.7673000
 5521718;12.180;18;1317.80; 57.00; 0.55; 5.942; 0.012; 99.8;  4.6; 18.5; 1.0;   1168.6;    52.8;4611; 80; 2.655; 0.007;-0.22; 0.15; 1.20; 0.06; 8.52; 0.17; 1.04; 0.06; 7.94; 0.15; 1.17; 0.06; 8.44; 0.17;1;M17;Simbad;287.9241000;+40.7204089
 5521974;12.840;16;1221.00; 26.65; 0.74; 3.651; 0.053;150.1;  6.1; 12.5; 1.7;   6894.3;   469.2;5191;158; 2.351; 0.014;-0.23; 0.30; 1.02; 0.12;11.20; 0.51; 1.07; 0.13;11.42; 0.52; 1.03; 0.12;11.22; 0.51;2;M17;Simbad;288.0196800;+40.7189900
 5521995;13.800;10; 777.10; 36.13; 0.57; 4.295; 0.015;104.6;  4.8; 14.4; 1.3;   3194.5;   191.8;4987;152; 2.474; 0.010;-0.12; 0.30; 1.25; 0.10;10.75; 0.29; 1.22; 0.09;10.62; 0.29; 1.27; 0.10;10.80; 0.29;1;M17;Simbad;288.0274000;+40.7422289
 5522071;10.610;18;1317.80;115.40; 0.86; 9.702; 0.014; 49.1;  1.7; 36.6; 1.7;    131.1;    27.1;4850; 80; 2.972; 0.006; 0.02; 0.15; 1.51; 0.07; 6.64; 0.12; 1.42; 0.07; 6.44; 0.12; 1.53; 0.08; 6.68; 0.12;1;M17;Simbad;288.0608800;+40.7644200
 5522224;11.350; 4; 206.30; 12.69; 0.71; 1.946; 0.103;311.2; 50.7;  5.1; 0.9;  38159.0;  5303.6;4740;138; 2.009; 0.026;-0.22; 0.30; 1.20; 0.33;17.93; 2.18; 1.07; 0.29;16.94; 2.01; 1.19; 0.33;17.88; 2.17;0;M17;Simbad;288.1290000;+40.7626800
 5522479;13.060;16;1221.00; 58.25; 0.91; 5.460; 0.015; 46.6;  2.3; 21.2; 1.8;    635.6;    36.5;4920; 80; 2.679; 0.009;-0.10; 0.15; 1.97; 0.13;10.65; 0.25; 1.87; 0.12;10.36; 0.24; 2.02; 0.13;10.78; 0.25;1;M17;Simbad;288.2311700;+40.7491300
 5522575;11.400;18;1317.80;115.88; 0.72; 9.885; 0.016; 44.1;  1.5; 34.9; 1.2;    154.6;    16.0;4894; 80; 2.976; 0.006;-0.41; 0.15; 1.43; 0.07; 6.45; 0.11; 1.31; 0.06; 6.15; 0.11; 1.45; 0.07; 6.49; 0.12;1;M17;Simbad;288.2660500;+40.7665711
 5522686;12.350;13;1043.30; 60.93; 0.71; 6.194; 0.012; 65.4;  3.1; 22.1; 3.1;    300.2;    61.4;4598; 80; 2.683; 0.008; 0.01; 0.15; 1.23; 0.07; 8.37; 0.17; 1.09; 0.06; 7.88; 0.16; 1.23; 0.07; 8.36; 0.17;1;M17;Simbad;288.3082300;+40.7628711
 5522822;12.550;18;1317.80; 24.82; 0.64; 3.539; 0.038;154.4;  6.5; 10.0; 1.2;   8746.4;   507.1;4859; 80; 2.305; 0.013;-0.47; 0.15; 0.85; 0.08;10.73; 0.40; 0.78; 0.08;10.26; 0.38; 0.85; 0.08;10.77; 0.40;2;M17;Simbad;288.3589800;+40.7992100
 5522828;13.080;18;1317.80; 38.35; 0.84; 4.352; 0.021;101.3;  3.8; 14.9; 1.0;   2839.5;   144.8;5019;148; 2.501; 0.012; 0.00; 0.30; 1.44; 0.13;11.15; 0.35; 1.42; 0.13;11.08; 0.35; 1.46; 0.13;11.22; 0.35;2;M17;Simbad;288.3616600;+40.7231789
 5522844;12.550;18;1317.80; 32.56; 0.69; 4.811; 0.071;171.3;  7.3; 14.4; 1.5;  10023.2;   515.6;5103;156; 2.434; 0.012; 0.20; 0.30; 0.60; 0.06; 7.81; 0.33; 0.65; 0.07; 8.11; 0.34; 0.63; 0.07; 7.95; 0.33;2;M17;Simbad;288.3680100;+40.7122689
 5522939;15.320;17;1308.30; 22.14; 0.38; 3.074; 0.013;145.1;  9.1;  8.0; 0.8;   6484.5;   838.2;5145;164; 2.268; 0.011;-1.06; 0.30; 1.15; 0.09;13.06; 0.37; 1.10; 0.09;12.75; 0.36; 1.11; 0.09;12.80; 0.37;2;M17;Simbad;288.4005400;+40.7297519
 5523030;12.570;18;1317.80; 38.79; 0.59; 4.428; 0.037; 81.9;  3.5; 14.4; 1.0;   2090.5;   104.2;5114;151; 2.510; 0.010;-0.46; 0.30; 1.43; 0.11;10.99; 0.34; 1.38; 0.11;10.81; 0.33; 1.47; 0.12;11.15; 0.34;2;M17;Simbad;288.4395800;+40.7393800
 5523089;13.070;15;1138.70; 27.36; 0.58; 3.703; 0.053;150.5;  6.7; 12.4; 1.3;   7413.0;   453.6;5103;163; 2.358; 0.012;-0.05; 0.30; 1.02; 0.11;11.07; 0.46; 1.06; 0.11;11.29; 0.47; 1.02; 0.11;11.10; 0.46;2;M17;Simbad;288.4621300;+40.7896611
 5523848;13.640; 5; 371.30; 10.46; 0.94; 1.685; 0.048;176.3; 14.1;  5.0; 1.6;  29346.7;  3867.5;5033;159; 1.938; 0.040;-0.16; 0.30; 1.30; 0.39;20.31; 2.21; 1.28; 0.38;20.13; 2.19; 1.32; 0.40;20.45; 2.22;0;M17;Simbad;288.7442600;+40.7490311
 5523947;13.730; 9; 714.90; 41.50; 0.38; 4.524; 0.015;118.4;  5.4; 13.3; 0.8;   2279.4;   116.7;4883;148; 2.530; 0.009; 0.11; 0.30; 1.50; 0.10;11.01; 0.26; 1.43; 0.09;10.78; 0.25; 1.52; 0.10;11.09; 0.26;1;M17;Simbad;288.7800600;+40.7410581
 5523967;13.350;15;1211.60; 58.03; 0.47; 5.974; 0.016; 99.2;  5.4; 17.4; 1.0;   1219.8;    73.0;4923;147; 2.677; 0.009;-0.04; 0.30; 1.36; 0.09; 8.87; 0.20; 1.31; 0.08; 8.69; 0.20; 1.38; 0.09; 8.93; 0.20;1;M17;Simbad;288.7880900;+40.7698711
 5524119;12.770;18;1317.80; 42.98; 0.99; 4.221; 0.028; 58.5;  2.3; 18.1; 1.4;   1241.0;    49.2;4984; 80; 2.549; 0.011; 0.13; 0.15; 2.26; 0.19;13.24; 0.41; 2.25; 0.19;13.21; 0.41; 2.32; 0.20;13.41; 0.42;2;M17;Simbad;288.8377400;+40.7875900
 5524149;12.720;18;1317.80; 27.28; 0.94; 3.833; 0.074;127.4;  7.2; 12.6; 2.0;   8644.5;   709.3;5008;145; 2.353; 0.017;-0.41; 0.30; 0.86; 0.12;10.21; 0.57; 0.85; 0.12;10.18; 0.56; 0.87; 0.12;10.26; 0.57;2;M17;Simbad;288.8465600;+40.7123719
 5524229;11.400;18;1317.80;152.47; 0.80;12.779; 0.020; 42.1;  1.6; 43.0; 1.5;     62.7;     9.9;4892; 80; 3.095; 0.006;-0.36; 0.15; 1.17; 0.05; 5.08; 0.09; 1.08; 0.05; 4.87; 0.08; 1.18; 0.06; 5.10; 0.09;1;M17;Simbad;288.8719800;+40.7670589
 5524508;12.740; 9; 642.10; 30.99; 0.37; 3.538; 0.012;129.0;  6.5; 11.8; 1.1;   4605.2;   232.1;4776;143; 2.398; 0.009; 0.22; 0.30; 1.61; 0.11;13.30; 0.33; 1.52; 0.10;12.90; 0.32; 1.64; 0.11;13.42; 0.33;1;M17;Simbad;288.9638400;+40.7192800
 5524720;11.590;18;1317.80; 20.36; 0.84; 2.579; 0.013;189.4;  9.1;  9.3; 1.2;  11360.2;   793.1;4350; 87; 2.195; 0.019; 0.38; 0.15; 1.41; 0.19;15.69; 0.72; 1.24; 0.17;14.73; 0.68; 1.40; 0.19;15.63; 0.72;1;M17;Simbad;289.0370500;+40.7399289
 5525400;12.530;18;1317.80; 44.96; 0.67; 4.690; 0.011; 75.6;  3.5; 17.0; 1.4;   1438.2;    58.4;4774; 80; 2.560; 0.009;-0.16; 0.15; 1.59; 0.10;10.98; 0.25; 1.44; 0.09;10.43; 0.24; 1.60; 0.10;11.01; 0.25;1;M17;Simbad;289.2623300;+40.7186089
 5525416;13.230;18;1317.80; 54.17; 0.65; 5.602; 0.012; 95.6;  4.0; 18.2; 1.0;   1531.6;    70.1;4756;139; 2.640; 0.009; 0.41; 0.30; 1.36; 0.09; 9.25; 0.22; 1.30; 0.09; 9.03; 0.22; 1.35; 0.09; 9.20; 0.22;1;M17;Simbad;289.2693800;+40.7106511
 5525484;12.970;17;1308.30;116.95; 0.69; 9.866; 0.015; 49.8;  1.5; 36.8; 1.6;    104.9;    24.0;4853; 80; 2.978; 0.006; 0.13; 0.15; 1.47; 0.07; 6.50; 0.11; 1.40; 0.07; 6.35; 0.11; 1.49; 0.07; 6.55; 0.12;1;M17;Simbad;289.2950400;+40.7167400
 5525572;11.750;18;1317.80; 31.27; 1.52; 3.990; 0.164;113.1;  6.4; 11.9; 1.8;   6084.5;   386.7;4897; 80; 2.407; 0.022;-0.52; 0.15; 1.06; 0.24;10.68; 1.04; 0.96; 0.21;10.17; 0.97; 1.07; 0.24;10.71; 1.04;2;M17;Simbad;289.3208600;+40.7168389
 5525753;12.940;16;1221.10; 32.87; 0.76; 4.036; 0.030;123.4;  5.6; 13.1; 1.1;   3833.4;   316.3;4829; 80; 2.426; 0.012;-0.06; 0.15; 1.16; 0.10;10.90; 0.35; 1.09; 0.09;10.58; 0.34; 1.16; 0.10;10.93; 0.35;2;M17;Simbad;289.3754000;+40.7847900
 5526083;11.590;18;1317.90; 41.09; 0.81; 4.577; 0.020; 79.0;  3.1; 17.1; 1.2;   1848.6;    86.9;4872; 80; 2.525; 0.010;-0.11; 0.15; 1.38; 0.10;10.64; 0.29; 1.30; 0.10;10.30; 0.28; 1.40; 0.11;10.72; 0.29;2;M17;Simbad;289.4810800;+40.7904011
 5526130;12.880;18;1317.90; 22.60; 0.39; 3.550; 0.066;161.5;  8.1;  9.0; 0.8;  11124.2;   824.9;4990; 80; 2.270; 0.009;-0.72; 0.15; 0.66; 0.07; 9.84; 0.43; 0.64; 0.06; 9.68; 0.42; 0.71; 0.07;10.19; 0.46;2;M17;Simbad;289.4958800;+40.7699389
 5526223;13.520; 6; 457.80; 28.95; 0.98; 3.971; 0.045;125.5;  5.2; 14.6; 3.1;   4063.5;   416.9;5098;163; 2.383; 0.017;-0.06; 0.30; 0.91; 0.12;10.19; 0.47; 0.96; 0.12;10.43; 0.48; 0.92; 0.12;10.22; 0.47;2;M17;Simbad;289.5260300;+40.7544519
 5526390;11.320;13; 959.70; 31.65; 0.64; 3.913; 0.054;111.7;  4.8; 13.6; 1.4;   4758.5;   267.5;5083;154; 2.421; 0.012;-0.16; 0.30; 1.26; 0.13;11.45; 0.46; 1.26; 0.13;11.46; 0.46; 1.27; 0.13;11.52; 0.46;2;M17;Simbad;289.5760500;+40.7186511
 5526430;13.420; 6; 380.70; 39.04; 0.43; 4.269; 0.019;108.6;  5.6; 14.3; 2.6;   2229.5;   211.9;4822;150; 2.500; 0.009; 0.18; 0.30; 1.54; 0.11;11.56; 0.29; 1.46; 0.10;11.26; 0.28; 1.57; 0.11;11.65; 0.30;1;M17;Simbad;289.5867000;+40.7568889
 5527304;13.950;15;1211.70; 91.51; 0.66; 8.297; 0.013; 73.4;  3.5; 26.3; 1.3;    514.4;    91.7;4482; 80; 2.855; 0.007; 0.18; 0.15; 1.25; 0.06; 6.92; 0.13; 1.10; 0.06; 6.50; 0.12; 1.24; 0.06; 6.90; 0.13;1;M17;Simbad;289.8507100;+40.7825389
 5528430;15.220; 3; 196.90;113.16; 1.16;10.362; 0.106; 72.8;  7.1; 29.5; 4.4;     78.3;    44.2;4974;147; 2.969; 0.009;-0.56; 0.30; 1.13; 0.09; 5.78; 0.18; 1.05; 0.08; 5.56; 0.17; 1.16; 0.09; 5.84; 0.18;1;M17;Simbad;290.1790500;+40.7298811
 5528530;11.300; 4; 206.30;  9.55; 0.60; 1.455; 0.035;329.8; 51.2;  4.1; 0.8;  64831.8; 14578.5;4405;128; 1.870; 0.028; 0.02; 0.30; 1.46; 0.32;23.28; 1.90; 1.29; 0.28;21.83; 1.76; 1.44; 0.32;23.10; 1.89;0;M17;Simbad;290.2109400;+40.7570000
 5528590;14.757;17;1308.38;247.91; 3.76;18.222; 0.110;     ;     ;     ;    ;         ;        ;4941;143; 3.309; 0.010;-0.54; 0.30; 1.23; 0.09; 4.08; 0.11; 1.13; 0.09; 3.90; 0.11; 1.26; 0.10; 4.11; 0.12;1;M17;Simbad;290.2283600;+40.7120700
 5528688;15.390;17;1308.40; 49.41; 0.38; 5.433; 0.013;112.8;  6.6; 15.0; 1.0;   1994.3;   294.8;4894;143; 2.606; 0.008;-0.36; 0.30; 1.22; 0.08; 9.10; 0.20; 1.12; 0.07; 8.72; 0.19; 1.24; 0.08; 9.16; 0.20;1;M17;Simbad;290.2511900;+40.7063600
 5529403;13.200;18;1317.80; 29.83; 0.45; 4.309; 0.119;126.9;  5.4; 12.8; 0.9;   5409.0;   325.2;5080; 80; 2.395; 0.009;-0.67; 0.15; 0.72; 0.09; 8.90; 0.53; 0.73; 0.09; 8.97; 0.54; 0.76; 0.10; 9.18; 0.55;2;M17;Simbad;290.4400900;+40.7469219
 5529531;13.700; 7; 548.10; 35.26; 0.44; 3.978; 0.021;112.0;  5.1; 13.1; 1.1;   2783.1;   171.1;5006;159; 2.464; 0.010;-0.24; 0.30; 1.59; 0.12;12.25; 0.33; 1.52; 0.11;11.96; 0.32; 1.64; 0.12;12.41; 0.33;1;M17;Simbad;290.4811700;+40.7820089
 5529609;13.340;16;1221.00; 65.28; 0.77; 6.597; 0.011; 72.8;  3.2; 22.3; 1.5;    761.2;    58.9;4969;152; 2.730; 0.009;-0.23; 0.30; 1.32; 0.09; 8.22; 0.20; 1.26; 0.09; 8.02; 0.19; 1.35; 0.09; 8.29; 0.20;1;M17;Simbad;290.5043600;+40.7309911
 5529770;15.980;14;1111.50; 25.49; 0.37; 3.273; 0.017;160.1;  9.0;  9.0; 1.1;   5952.7;  1123.5;4713;164; 2.310; 0.011;-0.38; 0.30; 1.20; 0.10;12.69; 0.36; 1.04; 0.08;11.84; 0.34; 1.17; 0.09;12.54; 0.36;1;M17;Simbad;290.5463600;+40.7847789
 5529992;12.520;18;1317.80; 94.75; 0.76; 8.027; 0.011; 47.7;  1.9; 30.0; 1.3;    239.1;    32.5;5003;142; 2.894; 0.008;-0.14; 0.30; 1.86; 0.11; 8.08; 0.18; 1.79; 0.11; 7.91; 0.17; 1.92; 0.12; 8.19; 0.18;1;M17;Simbad;290.6205700;+40.7203600
 5530015;13.420;17;1308.40; 26.11; 0.56; 3.149; 0.078; 74.8;  4.0; 10.6; 2.9;   3156.1;   253.7;5035; 80; 2.335; 0.011;-0.80; 0.15; 1.66; 0.21;14.52; 0.82; 1.54; 0.19;13.99; 0.78; 1.71; 0.22;14.73; 0.84;2;M17;Simbad;290.6269200;+40.7249181
 5530337;15.950;15;1193.20;124.78; 1.44;10.883; 0.135; 56.2;  6.2; 32.7; 6.1;    101.3;    52.2;5120;152; 3.018; 0.009;-0.34; 0.30; 1.30; 0.11; 5.86; 0.20; 1.29; 0.11; 5.82; 0.20; 1.33; 0.11; 5.92; 0.20;1;M17;Simbad;290.7387700;+40.7719800
 5530526;13.760;17;1308.40;130.96; 0.76;11.933; 0.028; 46.3;  1.7; 37.6; 1.8;     63.6;    15.1;5459;167; 3.053; 0.008;-0.42; 0.30; 1.15; 0.07; 5.28; 0.12; 1.22; 0.08; 5.43; 0.12; 1.17; 0.07; 5.33; 0.12;1;M17;Simbad;290.7991900;+40.7722889
 5530598; 8.710;18;1317.80;104.12; 0.80; 8.657; 0.015; 52.0;  1.7; 34.6; 1.7;    156.2;    31.1;4848;143; 2.928; 0.008;-0.07; 0.30; 1.74; 0.11; 7.52; 0.17; 1.62; 0.10; 7.25; 0.16; 1.78; 0.11; 7.60; 0.17;1;M17;Simbad;290.8203700;+40.7060200
 5530664;12.890;16;1221.00; 49.66; 0.41; 5.369; 0.015; 87.2;  4.1; 16.1; 1.0;   1467.7;    62.8;4679; 80; 2.598; 0.007;-0.14; 0.15; 1.21; 0.06; 9.16; 0.18; 1.08; 0.06; 8.63; 0.16; 1.21; 0.06; 9.13; 0.18;1;M17;Simbad;290.8429000;+40.7933811
 5530781;13.080; 7; 467.20; 32.74; 0.70; 3.982; 0.031;116.3;  4.1; 14.7; 1.4;   3439.8;   270.6;5026;165; 2.433; 0.012;-0.05; 0.30; 1.28; 0.12;11.38; 0.39; 1.27; 0.12;11.36; 0.39; 1.29; 0.12;11.44; 0.39;2;M17;Simbad;290.8858300;+40.7566719
 5530982;12.500;17;1292.00; 43.13; 0.52; 4.843; 0.014; 96.5;  5.1; 14.6; 1.0;   1861.9;    85.4;4731; 80; 2.540; 0.008;-0.27; 0.15; 1.22; 0.07; 9.83; 0.21; 1.08; 0.06; 9.24; 0.19; 1.21; 0.07; 9.77; 0.21;1;M17;Simbad;290.9537700;+40.7471619
 5531278;11.100;18;1317.80; 30.48; 1.62; 3.638; 0.036;107.9;  7.7; 13.9; 4.0;   7229.5;   914.2;4560; 80; 2.381; 0.024; 0.18; 0.15; 1.28; 0.22;12.08; 0.71; 1.15; 0.19;11.43; 0.67; 1.28; 0.22;12.11; 0.71;2;M17;Simbad;291.0528600;+40.7024689
 5531488;13.960;17;1308.40;103.62; 1.07; 7.968; 0.046; 36.1;  1.3; 36.5; 2.4;     76.3;    18.0;5608; 80; 2.957; 0.007;-0.41; 0.15; 2.98; 0.17; 9.50; 0.21; 3.28; 0.19; 9.97; 0.22; 3.35; 0.19;10.06; 0.23;2;M17;Simbad;291.1290900;+40.7733989
 5531578;13.430; 6; 380.70; 19.76; 0.61; 2.582; 0.018;215.7; 12.4;  8.3; 1.1;  10913.8;  1242.2;4318; 80; 2.181; 0.015;-0.14; 0.15; 1.27; 0.14;15.14; 0.58; 1.10; 0.12;14.09; 0.53; 1.23; 0.13;14.91; 0.57;0;M17;Simbad;291.1596100;+40.7914011
 5534039;13.600; 8; 632.70; 32.61; 0.71; 4.096; 0.039;127.6;  5.6; 13.5; 1.2;   5076.6;   373.2;5119;170; 2.435; 0.013;-0.07; 0.30; 1.16; 0.11;10.81; 0.39; 1.19; 0.12;10.96; 0.40; 1.17; 0.11;10.84; 0.39;2;M17;Simbad;291.9711000;+40.7459911
 5534253;10.990;18;1318.00; 37.43; 0.66; 4.334; 0.033;105.0;  3.6; 14.7; 0.9;   2799.2;   133.9;4784; 80; 2.480; 0.010; 0.00; 0.15; 1.26; 0.10;10.71; 0.31; 1.18; 0.09;10.33; 0.29; 1.28; 0.10;10.76; 0.31;2;M17;Simbad;292.0442500;+40.7609211
 5534335;12.400;18;1318.00; 45.96; 0.62; 4.841; 0.013; 79.6;  3.8; 16.2; 1.1;   1637.8;    69.6;4741; 80; 2.568; 0.008;-0.08; 0.15; 1.48; 0.09;10.49; 0.23; 1.35; 0.08; 9.99; 0.22; 1.49; 0.09;10.53; 0.23;1;M17;Simbad;292.0686600;+40.7976111
 5534806;13.160; 6; 380.80; 23.46; 0.33; 3.073; 0.017;176.1; 10.0;  8.7; 1.6;   7035.1;   614.3;4917;155; 2.283; 0.010;-0.33; 0.30; 1.28; 0.10;13.54; 0.38; 1.19; 0.09;13.04; 0.36; 1.30; 0.10;13.64; 0.38;1;M17;Simbad;292.2119800;+40.7336619
 5534910;10.340;18;1318.00;113.50; 1.63; 8.146; 0.027; 21.5;  1.2; 40.1; 3.3;    152.7;    14.5;4997; 80; 2.972; 0.008; 0.30; 0.15; 3.02; 0.19; 9.40; 0.21; 3.21; 0.20; 9.69; 0.22; 3.15; 0.20; 9.60; 0.22;2;M17;Simbad;292.2422800;+40.7686881
 5534973;12.180;18;1318.00; 65.78; 0.62; 6.007; 0.014; 56.4;  2.5; 22.2; 1.6;    690.3;    33.5;4705; 80; 2.722; 0.007; 0.32; 0.15; 1.81; 0.10; 9.72; 0.19; 1.70; 0.09; 9.40; 0.18; 1.84; 0.10; 9.80; 0.19;1;M17;Simbad;292.2627900;+40.7599489
 5535029;12.250;13; 888.80; 13.92; 0.28; 2.083; 0.018;256.9; 20.0;  5.1; 0.5;  26852.4;  1979.9;4470; 80; 2.036; 0.010;-0.19; 0.15; 1.10; 0.09;16.67; 0.52; 0.94; 0.08;15.44; 0.48; 1.07; 0.09;16.47; 0.51;1;M17;Simbad;292.2791700;+40.7440189
 5535283;13.820;17;1308.60; 94.79; 0.76; 8.929; 0.022; 69.5;  3.0; 29.8; 1.6;    196.8;    38.6;4798; 80; 2.885; 0.007;-0.27; 0.15; 1.15; 0.06; 6.40; 0.12; 1.03; 0.05; 6.08; 0.11; 1.14; 0.06; 6.39; 0.12;1;M17;Simbad;292.3500700;+40.7294389
 5535333;13.570;18;1318.00; 31.80; 0.65; 3.969; 0.023;135.4;  5.5; 12.8; 0.9;   6188.7;   406.8;4718; 80; 2.407; 0.011;-0.01; 0.15; 1.08; 0.09;10.78; 0.31; 0.99; 0.08;10.33; 0.29; 1.09; 0.09;10.80; 0.31;2;M17;Simbad;292.3663000;+40.7588689
 5535541;11.070; 4; 206.30; 10.67; 0.61; 1.516; 0.080;272.9; 38.1;  4.5; 0.8;  42596.0;  6241.6;4741;139; 1.933; 0.026;-0.24; 0.30; 1.93; 0.54;24.84; 3.02; 1.74; 0.48;23.58; 2.81; 1.92; 0.53;24.79; 3.01;0;M17;Simbad;292.4268500;+40.7417411
 5535645;13.390; 9; 642.10; 24.19; 0.66; 3.132; 0.081;164.8;  9.1;  9.9; 1.1;  13358.4;   761.9;4858;148; 2.294; 0.014;-0.05; 0.30; 1.28; 0.18;13.36; 0.83; 1.21; 0.17;12.98; 0.80; 1.29; 0.19;13.43; 0.84;2;M17;Simbad;292.4599000;+40.7533681
